"Mês Ano";"Órgão Superior";"Órgão/Entidade Vinculada";"Valor Empenhado";"Valor Liquidado";"Valor Pago";"Valor Restos a Pagar Pagos";
"05/2022";"44000 - Ministério do Meio Ambiente";"44206 - Instituto de Pesquisas Jardim Botânico do Rio de Janeiro";"634.355,56";"6.341.940,76";"6.966.106,51";"1.915,96";
"07/2022";"44000 - Ministério do Meio Ambiente";"44206 - Instituto de Pesquisas Jardim Botânico do Rio de Janeiro";"1.317.241,38";"5.759.700,62";"7.483.772,56";"960,00";
"04/2022";"44000 - Ministério do Meio Ambiente";"44206 - Instituto de Pesquisas Jardim Botânico do Rio de Janeiro";"4.229.937,16";"6.883.097,61";"5.435.154,78";"539.042,05";
"01/2022";"44000 - Ministério do Meio Ambiente";"44206 - Instituto de Pesquisas Jardim Botânico do Rio de Janeiro";"50.273.663,80";"3.687.767,03";"1.231.257,84";"4.046.493,19";
"06/2022";"44000 - Ministério do Meio Ambiente";"44206 - Instituto de Pesquisas Jardim Botânico do Rio de Janeiro";"5.402.961,62";"8.362.554,83";"6.344.180,97";"403.692,36";
"10/2022";"44000 - Ministério do Meio Ambiente";"44206 - Instituto de Pesquisas Jardim Botânico do Rio de Janeiro";"3.156.410,56";"6.216.856,92";"6.139.109,47";"1.704,00";
"08/2022";"44000 - Ministério do Meio Ambiente";"44206 - Instituto de Pesquisas Jardim Botânico do Rio de Janeiro";"3.089.312,48";"6.597.716,02";"6.494.265,51";"0,00";
"11/2022";"54000 - Ministério do Turismo";"20411 - Instituto do Patrimônio Histórico e Artístico Nacional";"4.171.662,11";"5.593.103,67";"15.981.899,69";"767.363,83";
"02/2022";"54000 - Ministério do Turismo";"20411 - Instituto do Patrimônio Histórico e Artístico Nacional";"12.012.417,79";"16.752.493,71";"17.722.096,92";"5.014.964,96";
"06/2022";"54000 - Ministério do Turismo";"20411 - Instituto do Patrimônio Histórico e Artístico Nacional";"4.107.663,50";"28.898.137,58";"23.194.058,43";"5.084.261,13";
"01/2022";"54000 - Ministério do Turismo";"20411 - Instituto do Patrimônio Histórico e Artístico Nacional";"214.927.700,38";"17.156.616,56";"3.635.930,37";"17.849.556,62";
"09/2022";"54000 - Ministério do Turismo";"20411 - Instituto do Patrimônio Histórico e Artístico Nacional";"1.454.394,50";"25.467.050,16";"28.630.454,43";"3.934.600,80";
"04/2022";"54000 - Ministério do Turismo";"20411 - Instituto do Patrimônio Histórico e Artístico Nacional";"32.875.083,02";"30.975.476,01";"26.415.464,62";"9.826.362,60";
"07/2022";"54000 - Ministério do Turismo";"20411 - Instituto do Patrimônio Histórico e Artístico Nacional";"10.110.425,64";"26.980.647,20";"27.939.964,27";"4.448.370,10";
"05/2022";"54000 - Ministério do Turismo";"20411 - Instituto do Patrimônio Histórico e Artístico Nacional";"35.427.023,30";"24.214.743,03";"31.778.672,43";"5.695.451,78";
"08/2022";"54000 - Ministério do Turismo";"20411 - Instituto do Patrimônio Histórico e Artístico Nacional";"703.716,58";"24.806.302,57";"24.101.080,33";"2.940.564,17";
"10/2022";"54000 - Ministério do Turismo";"20411 - Instituto do Patrimônio Histórico e Artístico Nacional";"7.038.466,98";"24.518.946,57";"26.740.910,73";"3.639.339,38";
"03/2022";"54000 - Ministério do Turismo";"20411 - Instituto do Patrimônio Histórico e Artístico Nacional";"11.713.886,39";"22.303.194,50";"16.541.831,38";"9.676.234,07";
"01/2022";"26000 - Ministério da Educação";"26404 - Instituto Federal Baiano";"291.443.994,74";"23.572.597,45";"8.151.201,21";"25.862.776,17";
"08/2022";"26000 - Ministério da Educação";"26404 - Instituto Federal Baiano";"3.893.528,21";"28.442.660,94";"26.996.492,95";"1.474.037,76";
"03/2022";"26000 - Ministério da Educação";"26404 - Instituto Federal Baiano";"2.766.185,91";"24.623.000,12";"24.326.059,12";"5.191.699,59";
"10/2022";"26000 - Ministério da Educação";"26404 - Instituto Federal Baiano";"9.950.640,57";"28.898.051,68";"27.978.943,17";"1.287.060,96";
"06/2022";"26000 - Ministério da Educação";"26404 - Instituto Federal Baiano";"1.802.519,83";"31.951.948,12";"27.036.297,69";"2.904.790,33";
"11/2022";"26000 - Ministério da Educação";"26404 - Instituto Federal Baiano";"407.192,75";"2.071.358,17";"18.836.966,97";"438.014,34";
"07/2022";"26000 - Ministério da Educação";"26404 - Instituto Federal Baiano";"16.245.237,91";"27.037.544,54";"32.524.372,28";"1.994.357,68";
"02/2022";"26000 - Ministério da Educação";"26404 - Instituto Federal Baiano";"1.408.965,32";"23.702.853,55";"23.587.784,20";"3.845.540,43";
"04/2022";"26000 - Ministério da Educação";"26404 - Instituto Federal Baiano";"6.302.932,55";"25.093.637,37";"24.769.213,78";"3.706.058,03";
"05/2022";"26000 - Ministério da Educação";"26404 - Instituto Federal Baiano";"14.199.562,43";"26.491.530,62";"25.775.893,91";"4.214.376,90";
"09/2022";"26000 - Ministério da Educação";"26404 - Instituto Federal Baiano";"2.918.748,48";"28.585.031,45";"28.362.250,91";"1.298.770,85";
"07/2022";"26000 - Ministério da Educação";"26422 - Instituto Federal Catarinense";"2.878.087,51";"32.270.277,78";"39.727.341,14";"861.229,77";
"11/2022";"26000 - Ministério da Educação";"26422 - Instituto Federal Catarinense";"2.642.761,75";"923.452,33";"21.770.032,59";"280.343,62";
"03/2022";"26000 - Ministério da Educação";"26422 - Instituto Federal Catarinense";"5.705.944,30";"29.340.163,33";"29.129.788,04";"5.248.181,39";
"10/2022";"26000 - Ministério da Educação";"26422 - Instituto Federal Catarinense";"6.117.413,67";"32.557.611,06";"31.531.059,25";"678.642,81";
"08/2022";"26000 - Ministério da Educação";"26422 - Instituto Federal Catarinense";"2.068.256,17";"31.997.173,18";"31.634.942,08";"740.843,99";
"02/2022";"26000 - Ministério da Educação";"26422 - Instituto Federal Catarinense";"3.199.232,99";"27.591.118,59";"28.461.930,68";"3.822.165,80";
"01/2022";"26000 - Ministério da Educação";"26422 - Instituto Federal Catarinense";"353.065.897,43";"28.472.526,06";"9.363.469,68";"28.778.575,06";
"04/2022";"26000 - Ministério da Educação";"26422 - Instituto Federal Catarinense";"13.174.434,97";"29.918.505,89";"29.113.662,75";"3.258.485,13";
"05/2022";"26000 - Ministério da Educação";"26422 - Instituto Federal Catarinense";"16.214.417,55";"32.054.646,36";"31.688.176,39";"2.151.871,83";
"09/2022";"26000 - Ministério da Educação";"26422 - Instituto Federal Catarinense";"6.471.616,80";"31.857.725,63";"32.309.896,48";"753.328,26";
"06/2022";"26000 - Ministério da Educação";"26422 - Instituto Federal Catarinense";"6.253.405,54";"39.476.568,81";"33.240.712,66";"2.008.720,63";
"06/2022";"26000 - Ministério da Educação";"26427 - Instituto Federal da Bahia";"13.638.536,39";"57.968.694,62";"48.869.620,56";"2.597.849,34";
"02/2022";"26000 - Ministério da Educação";"26427 - Instituto Federal da Bahia";"5.492.263,00";"43.337.558,60";"42.475.291,19";"3.607.454,83";
"08/2022";"26000 - Ministério da Educação";"26427 - Instituto Federal da Bahia";"9.315.758,44";"50.434.121,22";"48.963.370,67";"1.221.038,47";
"11/2022";"26000 - Ministério da Educação";"26427 - Instituto Federal da Bahia";"4.531.609,91";"2.968.030,34";"34.326.058,03";"225.345,97";
"01/2022";"26000 - Ministério da Educação";"26427 - Instituto Federal da Bahia";"557.155.757,59";"42.615.630,32";"14.509.351,57";"47.550.055,92";
"04/2022";"26000 - Ministério da Educação";"26427 - Instituto Federal da Bahia";"27.531.425,21";"47.485.120,80";"47.480.394,53";"1.993.549,03";
"03/2022";"26000 - Ministério da Educação";"26427 - Instituto Federal da Bahia";"5.414.390,58";"47.367.710,80";"45.371.616,67";"4.875.240,40";
"09/2022";"26000 - Ministério da Educação";"26427 - Instituto Federal da Bahia";"5.565.512,00";"52.498.405,58";"50.523.845,93";"1.079.919,53";
"05/2022";"26000 - Ministério da Educação";"26427 - Instituto Federal da Bahia";"14.689.503,50";"49.635.636,59";"48.284.384,80";"1.495.123,42";
"10/2022";"26000 - Ministério da Educação";"26427 - Instituto Federal da Bahia";"16.271.625,82";"52.098.817,65";"51.726.547,48";"741.412,73";
"07/2022";"26000 - Ministério da Educação";"26427 - Instituto Federal da Bahia";"3.472.375,25";"49.665.553,22";"59.658.573,49";"1.503.015,32";
"02/2022";"26000 - Ministério da Educação";"26417 - Instituto Federal da Paraíba";"17.459.053,47";"41.660.639,82";"41.293.074,53";"3.503.115,10";
"04/2022";"26000 - Ministério da Educação";"26417 - Instituto Federal da Paraíba";"63.226.299,73";"42.941.627,15";"42.594.842,82";"3.567.697,76";
"11/2022";"26000 - Ministério da Educação";"26417 - Instituto Federal da Paraíba";"33.029.179,02";"3.447.084,56";"31.800.843,67";"607.860,38";
"05/2022";"26000 - Ministério da Educação";"26417 - Instituto Federal da Paraíba";"15.864.547,65";"45.489.060,11";"44.482.641,29";"3.950.588,50";
"03/2022";"26000 - Ministério da Educação";"26417 - Instituto Federal da Paraíba";"68.127.184,92";"42.269.404,69";"42.151.750,28";"6.158.336,05";
"09/2022";"26000 - Ministério da Educação";"26417 - Instituto Federal da Paraíba";"8.874.318,22";"48.590.276,79";"48.543.604,76";"2.724.544,91";
"08/2022";"26000 - Ministério da Educação";"26417 - Instituto Federal da Paraíba";"103.619.727,06";"48.084.015,52";"46.627.336,18";"1.168.537,16";
"01/2022";"26000 - Ministério da Educação";"26417 - Instituto Federal da Paraíba";"197.458.460,72";"41.106.536,98";"13.985.752,37";"45.061.340,85";
"06/2022";"26000 - Ministério da Educação";"26417 - Instituto Federal da Paraíba";"35.713.405,69";"54.910.862,85";"45.622.532,49";"3.075.412,41";
"10/2022";"26000 - Ministério da Educação";"26417 - Instituto Federal da Paraíba";"7.992.503,22";"49.532.691,21";"48.602.133,89";"683.962,09";
"07/2022";"26000 - Ministério da Educação";"26417 - Instituto Federal da Paraíba";"40.972.558,16";"46.647.389,72";"55.103.949,25";"2.948.385,09";
"02/2022";"26000 - Ministério da Educação";"26402 - Instituto Federal de Alagoas";"4.499.207,24";"31.647.629,63";"31.669.802,12";"3.859.044,22";
"03/2022";"26000 - Ministério da Educação";"26402 - Instituto Federal de Alagoas";"3.349.669,90";"34.132.616,01";"33.369.239,41";"3.914.854,26";
"04/2022";"26000 - Ministério da Educação";"26402 - Instituto Federal de Alagoas";"12.292.050,82";"33.743.734,61";"33.142.623,70";"2.311.509,69";
"09/2022";"26000 - Ministério da Educação";"26402 - Instituto Federal de Alagoas";"5.931.692,90";"31.637.126,41";"31.209.881,59";"560.631,33";
"08/2022";"26000 - Ministério da Educação";"26402 - Instituto Federal de Alagoas";"4.418.647,31";"30.957.556,37";"29.512.527,80";"610.482,38";
"01/2022";"26000 - Ministério da Educação";"26402 - Instituto Federal de Alagoas";"407.416.672,38";"31.859.975,38";"10.256.770,27";"34.202.432,99";
"07/2022";"26000 - Ministério da Educação";"26402 - Instituto Federal de Alagoas";"- 24.497.550,25";"30.534.021,45";"42.167.533,88";"1.683.114,17";
"11/2022";"26000 - Ministério da Educação";"26402 - Instituto Federal de Alagoas";"2.571.932,89";"1.895.526,55";"19.883.198,35";"618.888,75";
"06/2022";"26000 - Ministério da Educação";"26402 - Instituto Federal de Alagoas";"4.867.612,97";"41.502.092,65";"33.795.273,27";"744.207,54";
"05/2022";"26000 - Ministério da Educação";"26402 - Instituto Federal de Alagoas";"11.477.206,99";"34.238.962,18";"34.934.784,07";"3.208.808,33";
"10/2022";"26000 - Ministério da Educação";"26402 - Instituto Federal de Alagoas";"8.150.114,30";"31.146.163,86";"30.937.601,00";"1.017.427,84";
"04/2022";"26000 - Ministério da Educação";"26428 - Instituto Federal de Brasília";"36.685.225,39";"19.044.491,47";"19.171.773,37";"6.107.185,52";
"06/2022";"26000 - Ministério da Educação";"26428 - Instituto Federal de Brasília";"25.848.847,31";"25.282.782,06";"20.340.506,81";"1.634.768,01";
"10/2022";"26000 - Ministério da Educação";"26428 - Instituto Federal de Brasília";"20.534.079,20";"21.379.249,19";"21.133.207,18";"1.521.857,63";
"01/2022";"26000 - Ministério da Educação";"26428 - Instituto Federal de Brasília";"22.677.832,06";"20.635.366,64";"6.468.276,03";"15.538.675,82";
"07/2022";"26000 - Ministério da Educação";"26428 - Instituto Federal de Brasília";"19.111.195,11";"21.265.928,56";"25.436.861,45";"3.200.934,26";
"09/2022";"26000 - Ministério da Educação";"26428 - Instituto Federal de Brasília";"18.165.382,75";"20.941.383,49";"20.858.704,37";"5.001.655,78";
"11/2022";"26000 - Ministério da Educação";"26428 - Instituto Federal de Brasília";"- 80.950,84";"1.415.161,74";"13.325.552,32";"51.489,39";
"08/2022";"26000 - Ministério da Educação";"26428 - Instituto Federal de Brasília";"25.145.045,24";"20.549.224,76";"20.153.048,64";"2.788.599,93";
"05/2022";"26000 - Ministério da Educação";"26428 - Instituto Federal de Brasília";"21.791.453,04";"19.775.748,26";"19.431.909,72";"2.353.432,93";
"02/2022";"26000 - Ministério da Educação";"26428 - Instituto Federal de Brasília";"21.092.086,27";"18.493.388,50";"20.373.707,71";"2.557.459,98";
"03/2022";"26000 - Ministério da Educação";"26428 - Instituto Federal de Brasília";"18.152.624,58";"18.561.284,42";"19.043.846,87";"4.922.593,36";
"07/2022";"26000 - Ministério da Educação";"26429 - Instituto Federal de Educação, Ciência e Tecnologia de Goiás";"5.134.536,64";"38.159.482,33";"43.922.599,04";"1.500.128,84";
"05/2022";"26000 - Ministério da Educação";"26429 - Instituto Federal de Educação, Ciência e Tecnologia de Goiás";"4.658.440,90";"38.512.184,93";"38.133.402,24";"1.621.022,85";
"08/2022";"26000 - Ministério da Educação";"26429 - Instituto Federal de Educação, Ciência e Tecnologia de Goiás";"8.207.409,70";"39.368.192,26";"38.338.383,45";"1.803.999,58";
"09/2022";"26000 - Ministério da Educação";"26429 - Instituto Federal de Educação, Ciência e Tecnologia de Goiás";"9.895.479,83";"38.741.596,79";"38.566.023,13";"1.177.768,15";
"04/2022";"26000 - Ministério da Educação";"26429 - Instituto Federal de Educação, Ciência e Tecnologia de Goiás";"9.109.741,34";"37.326.851,23";"37.148.679,71";"5.896.063,87";
"06/2022";"26000 - Ministério da Educação";"26429 - Instituto Federal de Educação, Ciência e Tecnologia de Goiás";"4.927.678,94";"44.113.710,41";"38.691.305,70";"2.240.382,91";
"10/2022";"26000 - Ministério da Educação";"26429 - Instituto Federal de Educação, Ciência e Tecnologia de Goiás";"6.158.412,21";"39.243.580,04";"38.577.190,64";"658.139,37";
"01/2022";"26000 - Ministério da Educação";"26429 - Instituto Federal de Educação, Ciência e Tecnologia de Goiás";"457.101.137,99";"35.821.631,27";"11.951.097,32";"42.817.122,90";
"02/2022";"26000 - Ministério da Educação";"26429 - Instituto Federal de Educação, Ciência e Tecnologia de Goiás";"2.284.007,38";"36.183.556,29";"36.155.933,04";"2.304.513,14";
"11/2022";"26000 - Ministério da Educação";"26429 - Instituto Federal de Educação, Ciência e Tecnologia de Goiás";"337.966,91";"2.792.644,21";"26.020.876,70";"445.909,70";
"03/2022";"26000 - Ministério da Educação";"26429 - Instituto Federal de Educação, Ciência e Tecnologia de Goiás";"3.512.177,67";"37.069.579,03";"37.140.067,29";"3.791.178,84";
"02/2022";"26000 - Ministério da Educação";"26409 - Instituto Federal de Minas Gerais";"4.298.460,30";"31.439.848,81";"31.600.457,30";"3.758.380,49";
"07/2022";"26000 - Ministério da Educação";"26409 - Instituto Federal de Minas Gerais";"5.063.418,93";"35.923.366,69";"42.211.789,08";"1.990.909,56";
"01/2022";"26000 - Ministério da Educação";"26409 - Instituto Federal de Minas Gerais";"401.822.551,50";"31.503.778,23";"10.305.303,07";"34.583.352,13";
"11/2022";"26000 - Ministério da Educação";"26409 - Instituto Federal de Minas Gerais";"5.907.306,23";"2.636.692,26";"25.351.060,80";"458.788,95";
"06/2022";"26000 - Ministério da Educação";"26409 - Instituto Federal de Minas Gerais";"10.021.213,74";"42.215.238,28";"35.441.291,19";"2.258.219,49";
"03/2022";"26000 - Ministério da Educação";"26409 - Instituto Federal de Minas Gerais";"3.425.623,63";"33.527.963,26";"32.246.407,82";"6.025.635,18";
"05/2022";"26000 - Ministério da Educação";"26409 - Instituto Federal de Minas Gerais";"12.570.083,38";"34.558.351,31";"35.184.138,33";"3.890.328,03";
"10/2022";"26000 - Ministério da Educação";"26409 - Instituto Federal de Minas Gerais";"8.936.853,82";"37.550.966,14";"36.381.769,51";"395.226,27";
"09/2022";"26000 - Ministério da Educação";"26409 - Instituto Federal de Minas Gerais";"4.983.667,21";"37.277.968,28";"37.303.004,29";"1.843.587,19";
"08/2022";"26000 - Ministério da Educação";"26409 - Instituto Federal de Minas Gerais";"4.169.747,05";"36.927.117,40";"35.337.697,52";"960.229,72";
"04/2022";"26000 - Ministério da Educação";"26409 - Instituto Federal de Minas Gerais";"16.276.596,21";"33.795.462,38";"33.777.662,14";"2.750.933,43";
"10/2022";"26000 - Ministério da Educação";"26418 - Instituto Federal de Pernambuco";"2.096.342,30";"47.948.765,14";"46.489.075,25";"620.506,43";
"04/2022";"26000 - Ministério da Educação";"26418 - Instituto Federal de Pernambuco";"12.989.235,94";"45.226.709,87";"44.350.939,78";"1.470.872,74";
"03/2022";"26000 - Ministério da Educação";"26418 - Instituto Federal de Pernambuco";"3.248.865,96";"44.352.223,68";"44.246.047,07";"4.977.008,64";
"09/2022";"26000 - Ministério da Educação";"26418 - Instituto Federal de Pernambuco";"5.877.945,06";"45.953.274,41";"45.972.681,70";"440.777,04";
"02/2022";"26000 - Ministério da Educação";"26418 - Instituto Federal de Pernambuco";"5.965.468,38";"41.847.762,89";"40.983.435,07";"4.989.835,79";
"05/2022";"26000 - Ministério da Educação";"26418 - Instituto Federal de Pernambuco";"24.890.387,77";"47.944.474,02";"47.585.253,62";"1.399.905,06";
"06/2022";"26000 - Ministério da Educação";"26418 - Instituto Federal de Pernambuco";"40.016.419,75";"55.951.868,62";"47.331.831,40";"2.812.064,52";
